A051900,LG생활건강,KOSPI,"331,000","6,500",1.93%,"336,500","340,500","331,000","2,381","798,313,500",N
A042670,HD현대인프라코어,KOSPI,"8,340",90,1.07%,"8,490","8,490","8,290","94,471","789,338,270",N
A194480,데브시스터즈,KOSDAQ,"41,850","1,500",3.72%,"44,850","44,850","40,500","18,637","786,284,675",N
A001120,LX인터내셔널,KOSPI,"26,750",250,0.94%,"26,500","26,800","26,350","29,418","782,208,850",N
A017960,한국카본,KOSPI,"19,540",150,0.76%,"19,690","19,860","19,440","39,225","771,140,680",N
A005850,에스엘,KOSPI,"31,500","1,400",4.26%,"32,700","32,900","31,350","24,094","770,568,750",N
A089010,켐트로닉스,KOSDAQ,"22,100",0,0%,"22,100","22,250","21,900","34,716","766,540,900",N
A377300,카카오페이,KOSPI,"31,950",400,1.27%,"31,000","32,400","31,000","23,701","754,179,025",N
A000500,가온전선,KOSPI,"59,600",500,0.83%,"59,800","60,500","58,300","12,650","753,941,400",N
A363280,티와이홀딩스,KOSPI,"2,600",145,5.28%,"2,520","2,675","2,360","303,939","747,931,165",N
A368770,파이버프로,KOSDAQ,"7,320",150,2.09%,"7,170","7,450","7,170","102,113","747,820,585",N
A253590,네오셈,KOSDAQ,"10,020",110,1.11%,"9,930","10,070","9,910","74,710","747,090,910",N
A034120,SBS,KOSPI,"20,950",200,0.95%,"21,350","21,400","20,400","35,456","738,066,350",N
A232140,와이씨,KOSDAQ,"9,970",140,1.42%,"9,970","10,050","9,830","73,626","734,297,740",N
A003160,디아이,KOSPI,"14,500",380,2.69%,"14,090","14,530","14,010","51,298","733,059,370",N
A397030,에이프릴바이오,KOSDAQ,"15,900",370,2.38%,"15,530","16,030","15,320","46,591","732,121,290",N
A160190,하이젠알앤엠,KOSDAQ,"32,500","1,150",3.67%,"31,400","32,600","31,400","22,695","728,983,875",N
A017860,DS단석,KOSPI,"24,950",50,0.20%,"24,900","25,100","24,500","29,232","727,398,950",N
A068760,셀트리온제약,KOSDAQ,"47,450","1,050",2.16%,"48,250","48,250","47,100","15,136","719,248,150",N
A139480,이마트,KOSPI,"90,800",800,0.89%,"90,200","91,400","90,100","7,832","711,446,100",N
A251270,넷마블,KOSPI,"46,150","1,000",2.21%,"45,150","46,350","45,150","15,364","699,843,900",N
A025980,아난티,KOSDAQ,"6,580",10,0.15%,"6,590","6,780","6,500","106,040","696,214,850",N
A034730,SK,KOSPI,"133,100","1,400",1.06%,"130,300","134,000","130,300","5,163","686,311,900",N
A281820,케이씨텍,KOSPI,"26,350",0,0%,"26,400","26,500","26,250","25,752","679,045,150",N
A206650,유바이오로직스,KOSDAQ,"12,600",520,3.96%,"13,120","13,170","12,330","53,207","669,152,020",N
A010060,OCI홀딩스,KOSPI,"64,000",600,0.93%,"65,500","65,500","64,000","10,280","665,107,500",N
A020560,아시아나항공,KOSPI,"9,910",460,4.87%,"9,550","9,930","9,550","67,685","661,173,800",N
A445680,큐리옥스바이오시스템즈,KOSDAQ,"23,500",700,2.89%,"24,150","24,150","23,450","27,878","658,091,200",N
A229640,LS에코에너지,KOSPI,"32,050",200,0.62%,"32,150","32,850","31,600","20,190","649,004,400",N
A137400,피엔티,KOSDAQ,"40,600",50,0.12%,"40,550","41,750","40,450","15,898","648,456,000",N
A108860,셀바스AI,KOSDAQ,"13,520",300,2.27%,"13,450","13,520","13,220","48,489","648,061,315",N
A033100,제룡전기,KOSDAQ,"31,300",250,0.79%,"31,850","31,950","31,200","20,438","645,820,150",N
A220100,퓨쳐켐,KOSDAQ,"17,580",530,2.93%,"18,090","18,100","17,140","36,504","641,766,740",N
A028670,팬오션,KOSPI,"3,410",95,2.87%,"3,340","3,425","3,310","186,681","631,784,157",N
A085660,차바이오텍,KOSDAQ,"10,640",380,3.45%,"10,970","11,020","10,480","58,885","628,533,490",N
A001450,현대해상,KOSPI,"21,950",0,0%,"22,350","22,350","21,700","28,323","621,698,175",N
A079370,제우스,KOSDAQ,"13,540",470,3.60%,"13,300","13,560","13,100","46,185","618,099,195",N
A034230,파라다이스,KOSPI,"12,180",180,1.46%,"12,290","12,290","12,050","50,888","617,176,420",N
A394800,쓰리빌리언,KOSDAQ,"6,500",40,0.61%,"6,500","6,610","6,400","94,288","615,068,930",N
A204320,HL만도,KOSPI,"36,550",900,2.40%,"37,100","37,600","36,500","16,556","610,058,550",N
A000990,DB하이텍,KOSPI,"38,800",400,1.04%,"38,400","38,900","38,400","15,774","609,830,000",N
A067310,하나마이크론,KOSDAQ,"11,180",170,1.54%,"11,100","11,260","11,040","54,168","603,964,350",N
A222080,씨아이에스,KOSDAQ,"7,440",200,2.76%,"7,250","7,450","7,200","80,993","595,465,030",N
A030520,한글과컴퓨터,KOSDAQ,"21,100",100,0.47%,"21,200","21,300","20,900","28,170","594,068,750",N
A439090,마녀공장,KOSDAQ,"18,820",60,0.32%,"19,050","19,050","18,700","31,470","592,780,900",N
A182360,큐브엔터,KOSDAQ,"19,510",330,1.66%,"19,770","19,770","19,400","30,000","585,697,670",N
A000120,CJ대한통운,KOSPI,"84,200","2,300",2.81%,"82,000","84,200","82,000","7,008","584,743,450",N
A194700,노바렉스,KOSDAQ,"11,420",160,1.42%,"11,230","11,470","10,940","51,194","578,084,110",N
A035510,신세계 I&C,KOSPI,"11,940",160,1.32%,"11,920","11,990","11,880","46,667","556,967,355",N
A323280,태성,KOSDAQ,"20,250",200,1%,"20,100","20,350","19,990","27,533","554,504,815",N
A255220,SG,KOSDAQ,"2,440",40,1.61%,"2,480","2,480","2,390","228,382","552,038,495",N
A281740,레이크머티리얼즈,KOSDAQ,"12,710",120,0.94%,"12,830","12,970","12,580","42,221","539,202,050",N
A095340,ISC,KOSDAQ,"52,500",700,1.35%,"51,500","52,800","51,300","10,246","535,727,850",N
A000520,삼일제약,KOSPI,"12,200",240,1.93%,"12,500","12,500","12,050","43,175","525,023,130",N
A001680,대상,KOSPI,"24,700",250,1.02%,"24,450","24,850","24,150","20,980","514,672,950",N
A274090,켄코아에어로스페이스,KOSDAQ,"12,530",200,1.62%,"12,380","12,600","12,210","41,260","514,634,560",N
A034220,LG디스플레이,KOSPI,"8,500",160,1.92%,"8,400","8,510","8,390","59,543","504,016,585",N
A039130,하나투어,KOSPI,"53,000","1,700",3.31%,"51,600","53,100","51,500","9,377","490,242,700",N
A218410,RFHIC,KOSDAQ,"16,760",210,1.27%,"16,550","16,810","16,480","29,328","489,113,770",N
A323990,박셀바이오,KOSDAQ,"9,290",330,3.43%,"9,620","9,620","9,260","51,716","482,527,940",N
A180640,한진칼,KOSPI,"86,000","5,200",6.44%,"81,000","86,000","81,000","5,668","475,036,700",N
A475400,씨메스,KOSDAQ,"25,500",350,1.35%,"25,500","26,000","25,150","18,521","472,575,750",N
A003570,SNT다이내믹스,KOSPI,"34,200",650,1.94%,"33,600","34,500","33,600","13,793","471,781,750",N
A014680,한솔케미칼,KOSPI,"113,700","1,500",1.30%,"114,500","116,500","112,500","4,093","467,827,800",N
A445090,에이직랜드,KOSDAQ,"31,450",450,1.45%,"31,900","31,900","30,950","14,851","465,167,750",N
A006280,녹십자,KOSPI,"121,600","4,200",3.34%,"124,100","126,700","121,000","3,783","464,911,300",N
A203650,드림시큐리티,KOSDAQ,"3,445",35,1.03%,"3,615","3,615","3,400","135,312","464,408,722",N
A039030,이오테크닉스,KOSDAQ,"118,700",200,0.17%,"118,500","119,700","118,100","3,898","463,356,200",N
A002380,KCC,KOSPI,"249,500","3,000",1.19%,"252,500","256,500","246,500","1,838","457,095,000",N
A047560,이스트소프트,KOSDAQ,"19,560",190,0.98%,"19,380","19,660","19,100","23,291","452,603,770",N
A003530,한화투자증권,KOSPI,"3,495",25,0.72%,"3,470","3,535","3,460","128,442","447,799,685",N
A018260,삼성에스디에스,KOSPI,"128,800",0,0%,"128,800","129,300","127,200","3,480","446,704,100",N
A035760,CJ ENM,KOSDAQ,"60,700","1,800",2.88%,"62,500","62,500","60,600","7,279","444,594,500",N
A241560,두산밥캣,KOSPI,"47,400",900,1.86%,"47,950","48,150","47,000","9,241","438,436,200",N
A138610,나이벡,KOSDAQ,"19,450",140,0.73%,"19,310","19,470","18,790","23,014","438,095,860",N
A375500,DL이앤씨,KOSPI,"43,800","1,700",4.04%,"42,100","43,900","41,300","10,122","434,265,000",N
A353200,대덕전자,KOSPI,"14,160",20,0.14%,"14,180","14,590","14,090","30,567","433,505,450",N
A032830,삼성생명,KOSPI,"85,600",300,0.35%,"85,300","86,300","85,000","4,982","427,173,900",N
A322000,HD현대에너지솔루션,KOSPI,"28,150",50,0.18%,"28,400","28,750","28,150","14,941","425,224,500",N
A241710,코스메카코리아,KOSDAQ,"42,400","1,450",3.31%,"43,800","44,400","42,400","9,807","421,695,450",N
A484870,엠앤씨솔루션,KOSPI,"104,400","1,000",0.97%,"103,400","109,600","103,300","3,957","416,659,000",N
A476080,M83,KOSDAQ,"14,680",70,0.47%,"14,750","14,780","14,310","28,143","408,856,120",N
A005830,DB손해보험,KOSPI,"92,100",800,0.86%,"90,600","93,900","90,600","4,403","407,506,650",N
A317330,덕산테코피아,KOSDAQ,"21,900",550,2.45%,"22,350","22,550","21,850","18,418","406,655,750",N
A131970,두산테스나,KOSDAQ,"25,600",550,2.20%,"24,900","25,750","24,750","15,952","403,290,975",N
A015750,성우하이텍,KOSDAQ,"5,410",100,1.81%,"5,510","5,540","5,400","73,791","402,902,730",N
A122640,예스티,KOSDAQ,"17,040",240,1.43%,"16,780","17,240","16,520","23,491","400,416,520",N
A183300,코미코,KOSDAQ,"59,600",400,0.68%,"59,500","60,200","58,800","6,690","398,674,600",N
A356680,엑스게이트,KOSDAQ,"7,240",140,1.97%,"7,100","7,240","7,080","55,560","398,418,110",N
A453860,에이에스텍,KOSDAQ,"21,500",900,4.02%,"22,750","22,850","21,450","17,713","391,979,400",N
A352480,씨앤씨인터내셔널,KOSDAQ,"32,650","1,100",3.26%,"33,900","34,050","32,650","11,698","390,078,300",N
A475580,에이럭스,KOSDAQ,"11,300",140,1.25%,"11,340","11,340","11,130","33,664","376,959,370",N
A014940,오리엔탈정공,KOSDAQ,"5,490",20,0.37%,"5,510","5,570","5,460","67,840","374,513,930",N
A240810,원익IPS,KOSDAQ,"23,150",450,1.98%,"22,800","23,300","22,700","16,205","373,604,975",N
A115450,HLB테라퓨틱스,KOSDAQ,"7,870",130,1.63%,"7,990","7,990","7,780","47,353","371,947,460",N
A045390,대아티아이,KOSDAQ,"3,905",10,0.26%,"3,915","3,925","3,865","93,646","365,225,407",N
A464080,에스오에스랩,KOSDAQ,"10,330",60,0.58%,"10,500","10,750","10,320","35,010","364,543,420",N
A003550,LG,KOSPI,"66,600",100,0.15%,"66,000","67,700","66,000","5,428","363,045,300",N
A029480,광무,KOSDAQ,"2,805",220,7.27%,"3,105","3,105","2,795","122,167","356,871,890",N
A048870,시너지이노베이션,KOSDAQ,"2,895",40,1.40%,"2,855","2,915","2,850","123,339","355,341,665",N
A083450,GST,KOSDAQ,"17,360",100,0.58%,"17,220","17,500","17,190","20,307","352,607,360",N
A294870,HDC현대산업개발,KOSPI,"25,400",0,0%,"25,200","25,450","24,900","13,874","350,237,750",N
A006220,제주은행,KOSPI,"10,960",140,1.29%,"10,820","11,020","10,680","32,375","350,164,490",N
A042370,비츠로테크,KOSDAQ,"7,580",190,2.45%,"7,770","7,770","7,350","46,827","349,328,605",N
A078930,GS,KOSPI,"38,450",150,0.39%,"38,500","38,700","38,250","9,072","349,306,400",N
A175330,JB금융지주,KOSPI,"17,300",40,0.23%,"17,000","17,490","17,000","20,039","348,500,150",N
A307950,현대오토에버,KOSPI,"124,500",900,0.72%,"123,200","125,300","123,200","2,798","347,950,200",N
A096530,씨젠,KOSDAQ,"26,400",150,0.56%,"26,400","26,750","26,300","13,107","347,329,200",N
A209640,와이제이링크,KOSDAQ,"8,000",130,1.60%,"8,130","8,200","7,930","43,078","347,134,730",N
A417200,LS머트리얼즈,KOSDAQ,"11,020",260,2.30%,"11,320","11,320","10,930","30,692","339,762,990",N
A078140,대봉엘에스,KOSDAQ,"13,500",60,0.44%,"13,600","13,690","13,340","25,145","339,401,470",N
A319400,현대무벡스,KOSDAQ,"4,380",5,0.11%,"4,400","4,405","4,310","77,609","338,978,410",N
A402030,코난테크놀로지,KOSDAQ,"25,150",350,1.41%,"24,800","25,150","24,400","13,441","333,963,650",N
A067160,SOOP,KOSDAQ,"85,000",900,1.07%,"82,700","85,000","82,600","3,913","329,125,950",N
A009450,경동나비엔,KOSPI,"76,600",300,0.39%,"75,900","76,800","75,600","4,300","328,466,800",N
A336260,두산퓨얼셀,KOSPI,"15,190",250,1.67%,"15,280","15,320","14,900","21,368","324,190,530",N
A007340,DN오토모티브,KOSPI,"20,150",250,1.23%,"20,400","20,550","19,960","16,052","323,175,345",N
A051360,토비스,KOSDAQ,"15,410",820,5.05%,"16,300","16,300","15,320","20,485","321,089,220",N
A099430,바이오플러스,KOSDAQ,"7,560",40,0.53%,"7,590","7,640","7,500","42,121","317,662,020",N
A204270,제이앤티씨,KOSDAQ,"14,050",200,1.44%,"13,850","14,070","13,740","22,546","313,542,590",N
A225570,넥슨게임즈,KOSDAQ,"13,190",200,1.54%,"13,050","13,270","13,050","23,684","312,172,600",N
A094820,일진파워,KOSDAQ,"8,900",260,2.84%,"8,700","8,940","8,430","36,098","311,929,650",N
A005860,한일사료,KOSDAQ,"3,650",75,2.10%,"3,770","3,800","3,620","85,248","311,798,510",N
A005180,빙그레,KOSPI,"93,900","1,000",1.08%,"92,000","94,200","92,000","3,311","310,397,300",N
A064090,인크레더블버즈,KOSDAQ,"4,330",155,3.46%,"4,400","4,490","4,320","70,049","308,050,685",N
A004490,세방전지,KOSPI,"67,100","2,700",3.87%,"70,100","70,300","66,500","4,563","307,379,500",N
A023160,태광,KOSDAQ,"21,050",50,0.24%,"21,000","21,350","20,850","14,556","307,338,425",N
A271560,오리온,KOSPI,"122,700",0,0%,"123,100","124,800","121,900","2,485","306,836,400",N
A295310,에이치브이엠,KOSDAQ,"21,300",450,2.16%,"20,400","21,300","20,400","14,474","305,040,100",N
A206640,바디텍메드,KOSDAQ,"17,500",70,0.40%,"17,650","17,850","17,170","17,055","299,827,970",N
A138930,BNK금융지주,KOSPI,"10,560",150,1.44%,"10,410","10,620","10,410","28,306","298,699,800",N
A365330,에스와이스틸텍,KOSDAQ,"5,280",150,2.76%,"5,260","5,390","5,230","56,294","297,042,410",N
A101360,에코앤드림,KOSDAQ,"24,600",300,1.20%,"25,000","25,150","24,600","11,805","292,668,750",N
A254490,미래반도체,KOSDAQ,"13,260",40,0.30%,"13,300","13,410","13,150","21,969","292,255,830",N
A213420,덕산네오룩스,KOSDAQ,"30,500",900,3.04%,"29,050","30,600","29,050","9,584","288,362,700",N
A200670,휴메딕스,KOSDAQ,"40,500",250,0.61%,"40,500","41,350","40,250","7,048","287,058,500",N
A006650,대한유화,KOSPI,"85,500","1,500",1.79%,"85,500","86,100","82,400","3,387","286,991,200",N
A402340,SK스퀘어,KOSPI,"92,700","1,400",1.53%,"90,900","93,800","90,600","3,059","282,837,950",N
A140860,파크시스템스,KOSDAQ,"202,000",0,0%,"201,000","205,000","200,000","1,382","279,880,000",N
A101490,에스앤에스텍,KOSDAQ,"34,750",100,0.29%,"34,500","35,050","34,500","8,058","279,385,350",N
A222800,심텍,KOSDAQ,"16,160",80,0.50%,"16,400","16,400","16,000","17,230","278,577,850",N
A003540,대신증권,KOSPI,"18,440",520,2.90%,"17,880","18,440","17,880","15,229","277,909,840",N
A002790,아모레퍼시픽홀딩스,KOSPI,"22,650",300,1.31%,"23,100","23,150","22,550","12,067","274,875,350",N
A058610,에스피지,KOSDAQ,"25,000",150,0.60%,"24,450","25,300","24,450","10,852","271,742,050",N
A290690,소룩스,KOSDAQ,"3,750",115,2.98%,"3,870","3,900","3,685","72,375","271,684,614",N
A206560,덱스터,KOSDAQ,"6,840",120,1.79%,"6,830","6,970","6,720","38,581","265,042,320",N
A302440,SK바이오사이언스,KOSPI,"39,200",400,1.01%,"38,950","40,250","38,950","6,657","262,353,000",N
A166090,하나머티리얼즈,KOSDAQ,"28,900",300,1.05%,"28,950","29,050","28,400","9,077","261,396,650",N
A114840,아이패밀리에스씨,KOSDAQ,"21,200",650,2.97%,"22,150","22,150","21,200","11,912","257,871,450",N
A101730,위메이드맥스,KOSDAQ,"6,160",140,2.33%,"5,940","6,340","5,700","41,557","256,779,205",N
A348210,넥스틴,KOSDAQ,"54,700",200,0.37%,"54,500","55,000","53,800","4,704","255,874,000",N
A139130,iM금융지주,KOSPI,"10,340",140,1.37%,"10,270","10,400","10,120","24,769","255,767,810",N
A060370,LS마린솔루션,KOSDAQ,"17,500",120,0.68%,"16,720","17,700","16,720","14,217","249,731,105",N
A010690,화신,KOSPI,"7,670",120,1.54%,"7,780","7,780","7,610","32,452","249,518,560",N
A319660,피에스케이,KOSDAQ,"18,540",250,1.37%,"18,330","18,640","18,330","13,468","249,078,610",N
A112290,와이씨켐,KOSDAQ,"20,900",150,0.71%,"21,200","21,200","20,600","11,617","243,344,275",N
A039440,에스티아이,KOSDAQ,"20,750",50,0.24%,"21,000","21,400","20,500","11,691","242,777,800",N
A372320,큐로셀,KOSDAQ,"26,750",400,1.47%,"27,050","27,100","26,550","8,997","241,118,550",N
A354320,알멕,KOSDAQ,"25,100",500,2.03%,"24,950","25,550","24,450","9,525","240,501,400",N
A293490,카카오게임즈,KOSDAQ,"14,320",140,0.99%,"14,350","14,390","14,010","16,924","240,411,850",N
A456070,이엔셀,KOSDAQ,"13,800",180,1.29%,"13,970","13,980","13,630","17,386","239,521,440",N
A383310,에코프로에이치엔,KOSDAQ,"27,350",900,3.19%,"28,250","29,300","27,350","8,375","231,904,925",N
A084850,아이티엠반도체,KOSDAQ,"12,960",510,4.10%,"12,450","13,010","12,450","18,064","230,981,300",N
A002310,아세아제지,KOSPI,"6,750",100,1.46%,"6,850","6,860","6,720","33,743","229,185,170",N
A237880,클리오,KOSDAQ,"18,370",260,1.40%,"18,680","18,910","18,370","12,267","228,188,670",N
A315640,딥노이드,KOSDAQ,"6,670",130,1.99%,"6,560","6,690","6,410","34,620","227,692,785",N
A200880,서연이화,KOSPI,"11,640",150,1.27%,"11,830","11,870","11,630","18,997","223,671,960",N
A014830,유니드,KOSPI,"87,300",300,0.34%,"86,700","88,500","86,700","2,535","222,014,400",N
A058970,엠로,KOSDAQ,"53,000",500,0.95%,"52,500","53,500","52,000","4,176","220,965,300",N
A356860,티엘비,KOSDAQ,"17,740",200,1.14%,"17,540","17,780","17,430","12,499","220,821,545",N
A199820,제일일렉트릭,KOSDAQ,"8,510",160,1.85%,"8,670","8,800","8,490","25,392","219,244,335",N
A008930,한미사이언스,KOSPI,"28,450",150,0.52%,"28,600","28,700","28,050","7,627","216,916,350",N
A102710,이엔에프테크놀로지,KOSDAQ,"25,550",650,2.61%,"24,900","25,600","24,500","8,529","216,601,225",N
A048410,현대바이오,KOSDAQ,"10,580",290,2.67%,"10,640","10,880","10,530","20,239","216,327,880",N
A006730,서부T&D,KOSDAQ,"5,830",40,0.69%,"5,990","6,000","5,680","36,686","215,904,430",N
A308430,셀비온,KOSDAQ,"14,860",450,2.94%,"15,310","15,310","14,750","14,302","214,043,915",N
A001200,유진투자증권,KOSPI,"2,730",10,0.36%,"2,720","2,740","2,695","78,525","213,029,285",N
A054950,제이브이엠,KOSDAQ,"22,850",100,0.44%,"22,950","23,400","22,450","9,239","211,638,450",N
A161390,한국타이어앤테크놀로지,KOSPI,"41,200",50,0.12%,"41,150","41,700","41,000","5,107","211,523,050",N
A071320,지역난방공사,KOSPI,"54,200","1,300",2.46%,"53,100","55,000","53,000","3,912","211,264,700",N
A370090,퓨런티어,KOSDAQ,"15,990",340,2.17%,"15,790","16,160","15,700","13,219","210,216,430",N
A298830,슈어소프트테크,KOSDAQ,"4,945",50,1%,"4,995","4,995","4,895","42,223","209,208,460",N
A092200,디아이씨,KOSPI,"4,530",30,0.66%,"4,705","4,705","4,500","46,119","209,014,392",N
A088350,한화생명,KOSPI,"2,640",15,0.56%,"2,655","2,665","2,620","77,444","204,914,139",N
A079160,CJ CGV,KOSPI,"4,940",70,1.44%,"4,870","4,950","4,870","40,319","198,726,669",N
A007070,GS리테일,KOSPI,"14,920",290,1.98%,"14,850","14,920","14,580","13,264","196,679,590",N
A228760,지노믹트리,KOSDAQ,"14,780",400,2.64%,"15,090","15,190","14,640","13,224","196,218,950",N
A060280,큐렉소,KOSDAQ,"8,850",120,1.34%,"8,970","9,050","8,770","21,931","194,499,530",N
A086980,쇼박스,KOSDAQ,"3,230",25,0.78%,"3,205","3,260","3,160","60,240","193,040,180",N
A109610,에스와이,KOSDAQ,"3,735",30,0.80%,"3,760","3,795","3,710","51,658","192,523,170",N
A002710,TCC스틸,KOSPI,"19,970",230,1.14%,"20,150","20,400","19,880","9,528","191,333,740",N
A314930,바이오다인,KOSDAQ,"14,780",70,0.48%,"14,250","17,000","14,250","12,963","190,512,330",N
A082800,비보존 제약,KOSDAQ,"6,840",30,0.44%,"7,080","7,080","6,760","27,743","189,056,650",N
A024720,콜마홀딩스,KOSPI,"9,310",70,0.75%,"9,510","9,510","9,240","20,156","188,594,440",N
A001060,JW중외제약,KOSPI,"21,850",450,2.02%,"22,100","22,200","21,650","8,633","188,539,300",N
A073240,금호타이어,KOSPI,"4,835",150,3.20%,"4,700","4,850","4,700","39,127","186,972,595",N
A361610,SK아이이테크놀로지,KOSPI,"22,750",50,0.22%,"22,650","23,150","22,300","8,096","184,280,250",N
A039980,폴라리스AI,KOSDAQ,"2,420",30,1.26%,"2,430","2,430","2,385","76,009","182,825,510",N
A121600,나노신소재,KOSDAQ,"53,800",400,0.74%,"54,200","55,100","53,600","3,310","179,700,900",N
A200710,에이디테크놀로지,KOSDAQ,"15,270",220,1.46%,"15,110","15,370","15,100","11,788","179,693,630",N
A095660,네오위즈,KOSDAQ,"23,750",0,0%,"23,800","24,100","23,500","7,518","178,411,300",N
A145720,덴티움,KOSPI,"71,800",700,0.97%,"72,600","73,600","71,400","2,473","178,025,650",N
A290650,엘앤씨바이오,KOSDAQ,"22,550",0,0%,"23,400","23,700","22,400","7,806","177,553,250",N
A011210,현대위아,KOSPI,"42,300",150,0.35%,"42,450","43,000","42,050","4,159","176,865,900",N
A073010,케이에스피,KOSDAQ,"4,550",80,1.79%,"4,475","4,600","4,400","38,880","176,754,105",N
A041020,폴라리스오피스,KOSDAQ,"5,020",60,1.21%,"4,960","5,040","4,950","35,351","176,510,375",N
A001800,오리온홀딩스,KOSPI,"18,630",90,0.49%,"18,550","18,880","18,300","9,504","176,279,200",N
A383220,F&F,KOSPI,"70,200",800,1.13%,"71,000","71,500","70,100","2,487","175,497,100",N
A108320,LX세미콘,KOSPI,"55,500",800,1.46%,"55,800","56,000","54,800","3,163","174,855,100",N
A114090,GKL,KOSPI,"12,230",90,0.74%,"12,150","12,250","12,050","14,283","173,918,430",N
A021240,코웨이,KOSPI,"84,900","1,200",1.39%,"86,000","88,800","83,600","2,012","171,886,700",N
A000490,대동,KOSPI,"10,330",20,0.19%,"10,350","10,370","10,250","16,670","171,498,870",N
A084370,유진테크,KOSDAQ,"34,150",50,0.15%,"34,150","34,400","33,950","4,962","169,676,550",N
A249420,일동제약,KOSPI,"11,540",360,3.03%,"11,930","11,930","11,500","14,606","169,586,330",N
A474170,루미르,KOSDAQ,"8,760",40,0.46%,"8,940","8,940","8,650","19,335","168,481,690",N
A100090,SK오션플랜트,KOSPI,"14,410",10,0.07%,"14,440","14,540","14,350","11,600","167,605,340",N
A102120,어보브반도체,KOSDAQ,"10,130",0,0%,"10,130","10,230","10,020","16,521","167,508,680",N
A005010,휴스틸,KOSPI,"4,810",30,0.62%,"4,840","4,880","4,810","34,613","167,177,660",N
A168360,펨트론,KOSDAQ,"9,860",120,1.20%,"10,100","10,100","9,860","16,776","166,697,625",N
A090460,비에이치,KOSPI,"12,310",150,1.20%,"12,540","12,540","12,210","13,399","165,302,770",N
A086450,동국제약,KOSDAQ,"15,240",10,0.07%,"15,230","15,450","15,030","10,927","165,285,660",N
A298020,효성티앤씨,KOSPI,"237,000","2,000",0.84%,"237,000","243,500","235,000",689,"164,001,000",N
A020150,롯데에너지머티리얼즈,KOSPI,"22,700",50,0.22%,"23,100","23,150","22,400","7,197","163,260,250",N
A282720,금양그린파워,KOSDAQ,"10,010",150,1.52%,"10,000","10,100","9,820","16,280","162,136,430",N
A012320,경동인베스트,KOSPI,"57,200",400,0.69%,"58,800","58,800","56,800","2,814","161,722,800",N
A018880,한온시스템,KOSPI,"3,530",15,0.43%,"3,515","3,570","3,490","44,724","158,223,195",N
A011760,현대코퍼레이션,KOSPI,"22,500",250,1.10%,"22,700","22,850","22,250","6,825","153,540,450",N
A123330,제닉,KOSDAQ,"24,150",350,1.43%,"24,500","24,850","24,000","6,287","153,185,700",N
A009470,삼화전기,KOSPI,"28,400",150,0.53%,"28,550","28,800","28,250","5,317","151,705,650",N
A029780,삼성카드,KOSPI,"41,950",100,0.24%,"41,850","42,350","41,850","3,616","151,653,200",N
A337930,젝시믹스,KOSDAQ,"6,320",110,1.71%,"6,300","6,500","6,300","23,623","151,374,300",N
A416180,신성에스티,KOSDAQ,"32,400",0,0%,"33,300","33,300","32,200","4,622","150,730,050",N
A185750,종근당,KOSPI,"79,400","2,000",2.46%,"81,400","82,000","79,000","1,888","150,310,300",N
A179290,엠아이텍,KOSDAQ,"8,280",50,0.61%,"8,230","8,380","8,170","17,880","147,981,590",N
A094170,동운아나텍,KOSDAQ,"20,950",100,0.48%,"20,950","21,200","20,900","7,041","147,785,750",N
A461300,아이스크림미디어,KOSDAQ,"15,470",150,0.96%,"15,640","15,650","15,400","9,499","147,367,850",N
A228670,레이,KOSDAQ,"8,660",200,2.36%,"8,460","8,660","8,010","17,274","146,254,900",N
A170900,동아에스티,KOSPI,"46,150","1,050",2.22%,"47,150","47,150","45,850","3,121","145,343,100",N
A378340,필에너지,KOSDAQ,"14,500",10,0.07%,"14,550","14,630","14,420","9,967","145,042,630",N
A012630,HDC,KOSPI,"19,210",20,0.10%,"19,300","19,590","19,100","7,390","143,217,110",N
A004170,신세계,KOSPI,"159,700","1,400",0.88%,"152,100","160,500","152,100",895,"142,620,600",N
A020120,키다리스튜디오,KOSPI,"3,380",25,0.75%,"3,390","3,450","3,345","42,010","142,211,549",N
A389020,자람테크놀로지,KOSDAQ,"37,500",800,2.18%,"38,900","38,900","36,750","3,779","141,525,900",N
A272290,이녹스첨단소재,KOSDAQ,"23,200",400,1.75%,"22,800","23,300","22,800","5,995","138,008,725",N
A453450,그리드위즈,KOSDAQ,"17,260",0,0%,"17,480","17,480","17,110","8,015","137,882,520",N
A236200,슈프리마,KOSDAQ,"31,800",150,0.47%,"31,650","32,400","31,100","4,324","137,246,100",N
A018250,애경산업,KOSPI,"13,410",10,0.07%,"13,420","13,490","13,370","10,218","137,101,430",N
A000080,하이트진로,KOSPI,"19,310",0,0%,"19,400","19,400","19,310","6,927","133,949,430",N
A003090,대웅,KOSPI,"19,140","1,210",5.95%,"20,250","20,250","19,070","6,824","133,879,320",N
A008730,율촌화학,KOSPI,"27,250",0,0%,"27,250","27,900","27,200","4,855","133,300,700",N
A100790,미래에셋벤처투자,KOSDAQ,"4,805",35,0.73%,"4,770","4,890","4,770","27,775","132,964,236",N
A214430,아이쓰리시스템,KOSDAQ,"58,300",900,1.57%,"57,400","58,500","57,400","2,281","132,578,600",N
A372170,윤성에프앤씨,KOSDAQ,"33,550",100,0.30%,"34,200","34,250","33,550","3,894","131,935,750",N
A094360,칩스앤미디어,KOSDAQ,"16,860",70,0.42%,"16,350","17,020","16,350","7,794","131,695,540",N
